play/pause,0.3491368556851167,0.39386548601028143,0.3740395658510004,0.3377618812422094,0.1770409050010096
play/pause,0.34712749311668933,0.43410205611235414,0.4178433577446747,0.39051039995503944,0.20464934638144874
play/pause,0.3137565419211126,0.4677610676423822,0.47568697636158824,0.49231300683104534,0.40443022813271023
play/pause,0.3404023191060496,0.5050971119339068,0.5379308871980933,0.5356388242254896,0.44799245271759885
play/pause,0.44108974938664713,0.5416599200861073,0.5515754899576111,0.5758491853772587,0.5457156996530064
play/pause,0.4218840566713195,0.6022424507560474,0.6252889273930885,0.612040514525169,0.5623838172223663
play/pause,0.4081454128399829,0.6277668533763809,0.6746735149199492,0.6462973931839848,0.5625005288754213
play/pause,0.4169289660932788,0.6302229629935159,0.6716628854529679,0.6425383891950752,0.5581531648248051
play/pause,0.41071776408760075,0.6322752597295611,0.669049242848176,0.6376925404423553,0.5606282775471771
play/pause,0.4057866835791242,0.6243937158977813,0.6625474394324137,0.6325090225547564,0.5540576055408499
play/pause,0.4056109403322952,0.6235606038666202,0.6610568015743449,0.6302776548216956,0.5517165256828467
play/pause,0.3881478775050167,0.6093255087547005,0.6434974483869736,0.6151033622119249,0.5420149808502687
play/pause,0.38248952553038623,0.6005577127584593,0.637160353062,0.6102249361830804,0.535605679724936
play/pause,0.37766295955517487,0.5983250778033727,0.6356013088688224,0.607894668326592,0.5355366668848159
play/pause,0.37697980564002503,0.5980852147789264,0.6323458652026829,0.6080580845517416,0.5335511510384549
play/pause,0.37821493664148675,0.596259570196349,0.630959589627782,0.6061290624635552,0.5313743920622873
play/pause,0.37889088745391936,0.5953533177503612,0.6312222375163137,0.6045447322249511,0.5317837555305193
play/pause,0.37814717323027747,0.5962265992206932,0.630732677895229,0.6025289538954555,0.5310033934509294
play/pause,0.3733990517614633,0.5926598949929196,0.6285053282071591,0.6026086246520458,0.5291432685272263
play/pause,0.37397940813769637,0.5923783494355885,0.628239653527125,0.6007531301149082,0.5288615465936083
play/pause,0.3729764175185191,0.5924051331590207,0.6286115979730196,0.6008045302818152,0.5286373557374126
play/pause,0.37310582470670095,0.5931555714149566,0.6285941374559011,0.6012968677493559,0.528386366644933
play/pause,0.370200642203568,0.590087403145839,0.6264388692198997,0.5991062439886278,0.5268909471578987
play/pause,0.3700535148761741,0.5892299633887375,0.628372627337365,0.59940065181291,0.5272312629261922
play/pause,0.3693565993576102,0.5895869895352702,0.6286269877372197,0.5999074754412381,0.5265648005091402
